WoCID,Accuracy,is_low,p_low_accuracy,risk_tertile,risk_decile,Status,Year_of_record,distance_m,strahler,basin_id,Crayfish_scientific_name,lat_or,long_or,lat_snap,long_snap
WA0103,High,0,0.8360470213440337,high risk,9,Introduced,2011.0,7.072456659,1,1170730,Austropotamobius fulcisianus,39.976,-0.038,39.976,-0.037917
WA0104,High,0,0.6837418095855652,high risk,8,Introduced,2011.0,218.5141594,1,1172636,Austropotamobius fulcisianus,42.139,-0.409,42.137083,-0.409583
WA0105,High,0,0.7521259157387545,high risk,8,Introduced,2011.0,11.49980229,5,1173671,Austropotamobius fulcisianus,41.982,2.824,41.981917,2.823917
WA0106,High,0,0.28225031933666633,medium risk,6,Introduced,2011.0,344.40827,1,1172636,Austropotamobius fulcisianus,42.695,-1.676,42.697917,-1.674583
WA0107,High,0,0.43330484458338964,medium risk,7,Introduced,2011.0,151.6387267,1,1171545,Austropotamobius fulcisianus,40.071,-2.134,40.072083,-2.132917
WA0108,High,0,0.8231135876669933,high risk,9,Introduced,2011.0,46.91251431,1,1173030,Austropotamobius fulcisianus,39.47,-0.377,39.469583,-0.377083
WA0109,High,0,0.8351935629377699,high risk,9,Introduced,2011.0,150.5496181,1,1173034,Austropotamobius fulcisianus,41.386,2.024,41.387083,2.022917
WA0110,High,0,0.6043152622138451,high risk,8,Introduced,2011.0,221.3184489,2,1173030,Austropotamobius fulcisianus,40.344,-1.107,40.345583,-1.108583
WA0111,High,0,0.20033618823011454,medium risk,5,Introduced,2011.0,64.82674399,6,1173189,Austropotamobius fulcisianus,42.341,-3.7,42.340417,-3.7
WA0112,High,0,0.4257876548414397,medium risk,7,Introduced,2011.0,151.6387267,1,1171545,Austropotamobius fulcisianus,40.071,-2.134,40.072083,-2.132917
WA0113,High,0,0.7774274124057237,high risk,9,Introduced,2010.0,172.7946563,1,1172837,Austropotamobius fulcisianus,42.39,3.07,42.38875,3.07125
WA0114,High,0,0.7033048719389776,high risk,8,Introduced,2010.0,138.9938765,1,1159041,Austropotamobius fulcisianus,42.46,3.14,42.45875,3.14
WA0115,High,0,0.42057269096074923,medium risk,7,Introduced,2010.0,143.7263652,1,1173988,Austropotamobius fulcisianus,37.92,-2.94,37.92125,-2.940417
WA0116,High,0,0.42156220929493166,medium risk,7,Introduced,2010.0,46.36835719,1,1173988,Austropotamobius fulcisianus,37.92,-2.91,37.919583,-2.91
WA0117,High,0,0.35951889768529,medium risk,6,Introduced,2010.0,234.492974,1,1173988,Austropotamobius fulcisianus,37.88,-2.94,37.882083,-2.939583
WA0118,High,0,0.46616930125543143,medium risk,7,Introduced,2010.0,118.2040764,4,1173988,Austropotamobius fulcisianus,37.55,-3.84,37.550833,-3.839167
WA0119,High,0,0.31387494830310486,medium risk,6,Introduced,2010.0,114.8387804,1,1172636,Austropotamobius fulcisianus,42.87,-2.53,42.869167,-2.529167
WA0120,High,0,0.41332614712857674,medium risk,7,Introduced,2010.0,138.9938765,3,1172636,Austropotamobius fulcisianus,42.7,-2.92,42.70125,-2.92
WA0121,High,0,0.5176641954874147,high risk,7,Introduced,2010.0,256.1080814,2,1171237,Austropotamobius fulcisianus,38.16,-2.47,38.162083,-2.46875
WA0122,High,0,0.4761576465305148,medium risk,7,Introduced,2010.0,0.0,4,1173198,Austropotamobius fulcisianus,43.04,-3.0,43.04,-3.0
WA0123,High,0,0.2655491296491096,medium risk,6,Introduced,2010.0,114.5842743,2,1162074,Austropotamobius fulcisianus,43.26,-4.98,43.260833,-4.979167
WA0124,High,0,0.6848364065183942,high risk,8,Introduced,2010.0,113.6219461,1,1162765,Austropotamobius fulcisianus,41.73,2.45,41.729583,2.44875
WA0125,High,0,0.7227346527241736,high risk,8,Introduced,2010.0,233.5130334,1,1161325,Austropotamobius fulcisianus,39.99,-0.49,39.988333,-0.488333
WA0126,High,0,0.4447796749478332,medium risk,7,Introduced,2010.0,116.5718353,1,1164465,Austropotamobius fulcisianus,40.17,-0.45,40.170833,-0.449167
WA0127,High,0,0.5016123015324907,medium risk,7,Introduced,2010.0,110.2860224,1,1173988,Austropotamobius fulcisianus,37.49,-4.36,37.49,-4.35875
WA0128,High,0,0.46363710043196615,medium risk,7,Introduced,2010.0,244.7929589,1,1172636,Austropotamobius fulcisianus,42.18,-2.11,42.179583,-2.107083
WA0129,High,0,0.2583202711368847,medium risk,5,Introduced,2010.0,288.2692268,1,1172636,Austropotamobius fulcisianus,42.19,-2.71,42.187917,-2.712083
WA0130,High,0,0.3202229508787662,medium risk,6,Introduced,2010.0,172.8614358,1,1172636,Austropotamobius fulcisianus,42.32,-2.4,42.32125,-2.40125
WA0131,High,0,0.3261723729362052,medium risk,6,Introduced,2010.0,115.2020055,2,1173671,Austropotamobius fulcisianus,42.31,2.25,42.309167,2.250833
WA0132,High,0,0.41464016964129424,medium risk,7,Introduced,2010.0,115.2855333,1,1173394,Austropotamobius fulcisianus,42.18,2.53,42.180833,2.530833
WA0133,High,0,0.5884005428108481,high risk,8,Introduced,2010.0,118.593982,4,1173988,Austropotamobius fulcisianus,36.91,-3.89,36.910833,-3.890833
WA0134,High,0,0.45373019065899656,medium risk,7,Introduced,2010.0,259.4165915,1,1173988,Austropotamobius fulcisianus,36.89,-3.86,36.89,-3.862917
WA0135,High,0,0.6045997818160648,high risk,8,Introduced,2010.0,191.0092889,1,1164071,Austropotamobius fulcisianus,36.87,-3.64,36.869583,-3.637917
WA0136,High,0,0.41435679133016046,medium risk,7,Introduced,2010.0,110.5071131,1,1173988,Austropotamobius fulcisianus,37.34,-3.38,37.34,-3.37875
WA0137,High,0,0.47863270216475573,medium risk,7,Introduced,2010.0,36.94356731,1,1173988,Austropotamobius fulcisianus,37.18,-3.43,37.18,-3.430417
WA0138,High,0,0.38785283327100983,medium risk,6,Introduced,2010.0,118.6061064,1,1173988,Austropotamobius fulcisianus,36.89,-3.78,36.890833,-3.780833
WA0139,High,0,0.5201645488391548,high risk,7,Introduced,2010.0,118.4725357,1,1173988,Austropotamobius fulcisianus,37.11,-3.56,37.110833,-3.559167
WA0140,High,0,0.5181584890556471,high risk,7,Introduced,2010.0,46.36835719,2,1173988,Austropotamobius fulcisianus,37.15,-4.21,37.149583,-4.21
WA0141,High,0,0.47619145972092564,medium risk,7,Introduced,2010.0,118.3751157,2,1173988,Austropotamobius fulcisianus,37.27,-3.53,37.270833,-3.529167
WA0142,High,0,0.43396072984163625,medium risk,7,Introduced,2010.0,59.02238193,6,1173988,Austropotamobius fulcisianus,38.04,-2.86,38.040417,-2.859583
WA0143,High,0,0.6389681397382333,high risk,8,Introduced,2010.0,59.01929619,1,1173988,Austropotamobius fulcisianus,38.05,-2.8,38.050417,-2.800417
WA0144,High,0,0.4349578335008785,medium risk,7,Introduced,2010.0,59.03780422,1,1173988,Austropotamobius fulcisianus,37.99,-2.82,37.990417,-2.819583
WA0145,High,0,0.45804479606048937,medium risk,7,Introduced,2010.0,256.2039447,1,1173988,Austropotamobius fulcisianus,38.01,-2.97,38.012083,-2.96875
WA0146,High,0,0.6140313680210918,high risk,8,Introduced,2010.0,120.7037285,1,1173981,Austropotamobius fulcisianus,36.7,-5.09,36.699583,-5.09125
WA0147,High,0,0.4636783231342711,medium risk,7,Introduced,2010.0,259.3486109,2,1159088,Austropotamobius fulcisianus,36.91,-4.09,36.91,-4.087083
WA0148,High,0,0.6666130651205899,high risk,8,Introduced,2010.0,0.0,1,1171719,Austropotamobius fulcisianus,36.77,-4.98,36.77,-4.98
WA0149,High,0,0.648206156629162,high risk,8,Introduced,2010.0,0.0,2,1173981,Austropotamobius fulcisianus,36.75,-5.27,36.75,-5.27
WA0150,High,0,0.25265822662438364,medium risk,5,Introduced,2010.0,138.9938765,1,1173189,Austropotamobius fulcisianus,41.95,-2.49,41.95125,-2.49
WA0151,High,0,0.6864945459856752,high risk,8,Introduced,2010.0,0.0,2,1172636,Austropotamobius fulcisianus,40.89,0.29,40.89,0.29
WA0152,High,0,0.6703635470842269,high risk,8,Introduced,2010.0,116.038037,1,1172636,Austropotamobius fulcisianus,41.01,-0.58,41.009167,-0.579167
WA0153,High,0,0.3901366197515607,medium risk,6,Introduced,2010.0,115.5168934,1,1173030,Austropotamobius fulcisianus,40.43,-0.68,40.429583,-0.68125
WA0154,High,0,0.6574496226908931,high risk,8,Introduced,2010.0,233.5867676,3,1173030,Austropotamobius fulcisianus,39.93,-1.19,39.931667,-1.191667
WA0155,High,0,0.6061437927244671,high risk,8,Introduced,2010.0,324.3561101,1,1173030,Austropotamobius fulcisianus,39.89,-1.07,39.887083,-1.07
WA0156,High,0,0.6349389300117396,high risk,8,Introduced,2010.0,113.3709802,1,1172636,Austropotamobius fulcisianus,41.9,-1.72,41.899583,-1.71875
WA0157,High,0,0.5293692614438339,high risk,7,Introduced,2010.0,234.3280579,1,1173030,Austropotamobius fulcisianus,39.99,-1.08,39.987917,-1.079583
WA0158,High,0,0.7653539343736555,high risk,8,Introduced,2010.0,115.446921,5,1173671,Austropotamobius fulcisianus,41.93,2.82,41.930833,2.819167
WA0159,High,0,0.4065869848781232,medium risk,7,Introduced,2010.0,115.2855333,1,1173394,Austropotamobius fulcisianus,42.18,2.53,42.180833,2.530833
WA0160,High,0,0.7131495385120461,high risk,8,Introduced,2010.0,138.9938765,1,1159041,Austropotamobius fulcisianus,42.46,3.14,42.45875,3.14
WA0161,High,0,0.7033048719389776,high risk,8,Introduced,2010.0,138.9938765,1,1159041,Austropotamobius fulcisianus,42.46,3.14,42.45875,3.14
WA0162,High,0,0.38000909738806793,medium risk,6,Native,2010.0,252.4057832,1,1292332,Austropotamobius fulcisianus,43.81,11.9,43.807917,11.90125
WA0163,High,0,0.3414252795527539,medium risk,6,Introduced,2010.0,102.6407704,1,1172636,Austropotamobius fulcisianus,42.4,0.71,42.4,0.71125
WA0164,High,0,0.37854377354928104,medium risk,6,Introduced,2010.0,34.30636983,1,1172636,Austropotamobius fulcisianus,42.28,-0.19,42.28,-0.189583
WA0165,High,0,0.44889320027883384,medium risk,7,Introduced,2010.0,59.02238193,6,1173988,Austropotamobius fulcisianus,38.04,-2.86,38.040417,-2.859583
WA0166,High,0,0.6389681397382333,high risk,8,Introduced,2010.0,59.01929619,1,1173988,Austropotamobius fulcisianus,38.05,-2.8,38.050417,-2.800417
WA0167,High,0,0.2383064762218012,medium risk,5,Introduced,2010.0,138.9938765,1,1173189,Austropotamobius fulcisianus,41.95,-2.49,41.95125,-2.49
WA0168,High,0,0.6942126611011527,high risk,8,Introduced,2010.0,0.0,2,1172636,Austropotamobius fulcisianus,40.89,0.29,40.89,0.29
WA0169,High,0,0.6352046855598035,high risk,8,Introduced,2010.0,389.7498745,1,1172636,Austropotamobius fulcisianus,41.26,0.96,41.257917,0.95625
WA0170,High,0,0.4928368051458411,medium risk,7,Introduced,2010.0,116.4133218,2,1173030,Austropotamobius fulcisianus,40.42,-1.53,40.420833,-1.530833
WA0171,High,0,0.6522579311642257,high risk,8,Introduced,2010.0,115.8716817,4,1172636,Austropotamobius fulcisianus,41.27,0.12,41.269167,0.119167
WA0172,High,0,0.36089983651437324,medium risk,6,Introduced,2010.0,102.6407704,1,1172636,Austropotamobius fulcisianus,42.4,0.71,42.4,0.71125
WA0173,High,0,0.453474014008025,medium risk,7,Introduced,2010.0,34.58806547,1,1162765,Austropotamobius fulcisianus,41.76,2.4,41.76,2.399583
WA0174,High,0,0.453474014008025,medium risk,7,Introduced,2010.0,34.58806547,1,1162765,Austropotamobius fulcisianus,41.76,2.4,41.76,2.399583
WA0175,High,0,0.37478047112804697,medium risk,6,Native,2010.0,138.9938765,3,1293023,Austropotamobius fulcisianus,42.72,11.71,42.72125,11.71
